citizen_id,claim_count,days_since_claim,amount,hour,day_of_week,frequency_score,is_fraud
602542806945,1,81,5000,9,4,0.012345679012345678,0
884914928922,3,67,2000,17,2,0.04477611940298507,0
790584080508,0,77,5000,10,0,0.0,0
711533743380,1,39,3000,13,2,0.02564102564102564,0
640245480670,1,63,3000,9,1,0.015873015873015872,0
265167115952,5,0,5000,4,6,5.0,1
472790198259,0,63,2000,15,0,0.0,0
418724864992,1,69,5000,15,4,0.014492753623188406,0
353150752575,1,78,3000,9,3,0.01282051282051282,0
528884679717,1,71,2000,12,0,0.014084507042253521,0
439886659937,3,33,5000,15,1,0.09090909090909091,0
473218374480,2,55,2000,15,1,0.03636363636363636,0
567856400544,3,51,5000,10,4,0.058823529411764705,0
474970630282,4,6,2000,3,6,0.6666666666666666,1
497428231660,0,59,5000,11,4,0.0,0
153359020097,3,52,2000,10,4,0.057692307692307696,0
709221958837,1,37,3000,17,4,0.02702702702702703,0
746226757269,0,86,5000,9,0,0.0,0
106292974775,0,88,3000,10,1,0.0,0
921010819175,3,30,2000,16,4,0.1,0
979227002789,0,65,5000,11,1,0.0,0
168305641645,1,52,3000,11,1,0.019230769230769232,0
483003265296,3,38,2000,16,4,0.07894736842105263,0
276014767656,2,74,3000,11,3,0.02702702702702703,0
703034710309,2,41,2000,10,0,0.04878048780487805,0
608788034957,4,8,2000,1,6,0.5,1
217607977422,3,41,5000,9,2,0.07317073170731707,0
934941019495,3,82,3000,10,0,0.036585365853658534,0
794047647490,0,39,3000,12,2,0.0,0
718354380796,1,46,3000,14,0,0.021739130434782608,0
644107981682,3,79,5000,12,3,0.0379746835443038,0
830596050635,3,37,5000,10,1,0.08108108108108109,0
740812096265,1,50,3000,17,4,0.02,0
972338239202,2,53,3000,15,2,0.03773584905660377,0
833328771974,0,46,5000,14,4,0.0,0
987677554194,1,88,3000,12,2,0.011363636363636364,0
663071071075,2,53,3000,15,4,0.03773584905660377,0
714042999591,0,63,2000,17,1,0.0,0
244387536494,0,41,2000,10,4,0.0,0
730680693216,0,48,2000,17,1,0.0,0
812470291026,3,76,3000,15,4,0.039473684210526314,0
276017457907,1,52,5000,16,2,0.019230769230769232,0
336143051890,2,44,2000,11,0,0.045454545454545456,0
227300802527,1,66,5000,13,4,0.015151515151515152,0
549634214079,3,49,2000,13,4,0.061224489795918366,0
168921483555,2,32,2000,13,4,0.0625,0
276430716888,3,71,2000,16,1,0.04225352112676056,0
151761438016,0,41,5000,15,3,0.0,0
513099497484,1,82,3000,14,1,0.012195121951219513,0
638774308957,0,48,2000,13,4,0.0,0
929332050324,0,87,5000,12,3,0.0,0
997134614349,3,75,3000,9,4,0.04,0
126117605611,2,44,2000,17,2,0.045454545454545456,0
239454510992,1,59,3000,13,2,0.01694915254237288,0
740527822704,3,85,5000,12,4,0.03529411764705882,0
692053572983,2,59,3000,9,3,0.03389830508474576,0
315415873475,3,83,5000,17,3,0.03614457831325301,0
763396907234,2,42,2000,15,4,0.047619047619047616,0
125905122791,2,42,5000,17,2,0.047619047619047616,0
118170662658,1,54,2000,15,3,0.018518518518518517,0
425258285926,1,89,2000,9,0,0.011235955056179775,0
428685924735,1,84,5000,14,1,0.011904761904761904,0
816230755816,3,61,2000,13,3,0.04918032786885246,0
294998440172,7,8,3000,3,6,0.875,1
315415873475,1,81,2000,17,3,0.012345679012345678,0
241130554994,6,6,2000,0,6,1.0,1
817712138342,2,60,2000,16,2,0.03333333333333333,0
337868062809,2,42,5000,13,4,0.047619047619047616,0
644107981682,1,40,2000,15,1,0.025,0
878472036790,3,52,2000,15,2,0.057692307692307696,0
658207447549,3,90,5000,16,0,0.03333333333333333,0
785990492588,0,51,2000,11,1,0.0,0
353019878159,2,62,2000,15,0,0.03225806451612903,0
947035634656,3,85,2000,13,0,0.03529411764705882,0
832392681181,7,2,5000,0,6,3.5,1
860972811973,0,69,5000,11,2,0.0,0
312255651566,2,69,3000,10,1,0.028985507246376812,0
243750152211,0,31,3000,16,2,0.0,0
942296949785,6,4,3000,1,6,1.5,1
880402975194,0,69,2000,17,4,0.0,0
595930071500,3,45,3000,10,0,0.06666666666666667,0
182149123254,0,84,3000,9,3,0.0,0
940469474972,2,35,5000,12,4,0.05714285714285714,0
627863961631,3,39,5000,17,3,0.07692307692307693,0
315370770912,1,33,3000,17,2,0.030303030303030304,0
914782895445,2,43,2000,16,3,0.046511627906976744,0
903583910721,1,55,2000,11,2,0.01818181818181818,0
525124057803,2,32,3000,16,0,0.0625,0
932147710469,0,32,5000,9,3,0.0,0
101371177391,2,74,2000,11,1,0.02702702702702703,0
709347257003,3,51,2000,16,0,0.058823529411764705,0
907445825449,2,69,2000,11,1,0.028985507246376812,0
286299698565,5,7,2000,4,6,0.7142857142857143,1
182149123254,3,53,3000,15,0,0.05660377358490566,0
482748337150,2,39,2000,12,0,0.05128205128205128,0
425124909971,0,54,3000,12,1,0.0,0
813461194314,0,47,3000,9,0,0.0,0
938799628635,2,52,3000,12,4,0.038461538461538464,0
526874108626,3,32,2000,10,4,0.09375,0
993736523312,3,46,5000,15,0,0.06521739130434782,0
900508898746,2,50,5000,13,4,0.04,0
343316385675,1,67,2000,11,4,0.014925373134328358,0
896986368013,3,72,3000,10,3,0.041666666666666664,0
286299698565,3,74,3000,15,4,0.04054054054054054,0
361484028136,2,87,5000,11,1,0.022988505747126436,0
351998197832,3,81,3000,10,3,0.037037037037037035,0
884169032059,3,90,2000,10,3,0.03333333333333333,0
535814800768,3,67,3000,17,1,0.04477611940298507,0
271095437067,2,32,2000,10,4,0.0625,0
394000385607,1,56,5000,15,4,0.017857142857142856,0
402181750434,4,6,5000,0,6,0.6666666666666666,1
871205998416,3,67,2000,16,1,0.04477611940298507,0
487760490796,0,45,2000,17,2,0.0,0
318499782799,2,44,3000,15,0,0.045454545454545456,0
876356725813,1,48,3000,13,4,0.020833333333333332,0
867075805011,3,45,5000,15,0,0.06666666666666667,0
991851263625,1,77,2000,13,1,0.012987012987012988,0
626613606625,3,65,5000,17,3,0.046153846153846156,0
467480157796,2,35,2000,12,4,0.05714285714285714,0
587043171536,5,7,3000,2,6,0.7142857142857143,1
500171440613,1,34,5000,13,1,0.029411764705882353,0
650107703557,0,41,3000,13,0,0.0,0
389159413486,1,77,5000,16,3,0.012987012987012988,0
163318259214,3,69,5000,14,3,0.043478260869565216,0
283742495019,3,79,3000,10,4,0.0379746835443038,0
392298433472,1,80,3000,15,1,0.0125,0
772839012752,2,77,5000,12,3,0.025974025974025976,0
215388968967,2,33,5000,12,0,0.06060606060606061,0
680920140891,3,34,5000,12,3,0.08823529411764706,0
901836451556,3,44,3000,9,1,0.06818181818181818,0
785458497189,1,79,5000,10,3,0.012658227848101266,0
243750152211,3,38,5000,11,2,0.07894736842105263,0
243010647562,2,55,5000,14,1,0.03636363636363636,0
512415721700,1,34,2000,11,3,0.029411764705882353,0
736028370958,2,58,5000,12,3,0.034482758620689655,0
828528817620,1,35,5000,16,3,0.02857142857142857,0
153324606113,1,67,3000,13,2,0.014925373134328358,0
903196019080,1,52,3000,12,0,0.019230769230769232,0
482762869926,2,65,5000,12,3,0.03076923076923077,0
236243608114,3,40,5000,12,4,0.075,0
104113113570,1,53,2000,17,0,0.018867924528301886,0
173891075622,1,86,3000,9,0,0.011627906976744186,0
855726372067,1,61,3000,16,1,0.01639344262295082,0
719815597929,0,52,5000,11,3,0.0,0
957208272598,3,33,3000,12,2,0.09090909090909091,0
532733853451,1,54,5000,12,3,0.018518518518518517,0
757822503118,1,49,3000,11,3,0.02040816326530612,0
546829879132,7,3,3000,0,5,2.3333333333333335,1
285655492134,2,38,2000,12,1,0.05263157894736842,0
758121224465,2,31,2000,14,3,0.06451612903225806,0
876854326956,1,44,2000,17,4,0.022727272727272728,0
161628107169,3,77,3000,15,1,0.03896103896103896,0
598480825573,3,64,5000,13,2,0.046875,0
810839956947,6,8,2000,3,6,0.75,1
536340995135,2,37,2000,10,1,0.05405405405405406,0
967087351310,1,85,3000,13,2,0.011764705882352941,0
424466610834,3,60,3000,14,3,0.05,0
439886659937,1,55,2000,14,2,0.01818181818181818,0
924569784980,0,44,3000,13,0,0.0,0
503472541730,2,63,5000,13,3,0.031746031746031744,0
164211506218,0,36,5000,13,3,0.0,0
736908736432,2,88,2000,14,0,0.022727272727272728,0
130144790620,7,6,3000,1,5,1.1666666666666667,1
527425297598,2,81,3000,15,0,0.024691358024691357,0
768829504721,2,73,3000,12,3,0.0273972602739726,0
191423535706,3,72,3000,10,4,0.041666666666666664,0
987677554194,0,50,5000,17,1,0.0,0
330106498826,0,59,3000,13,2,0.0,0
926500111435,1,65,5000,12,0,0.015384615384615385,0
872203816139,3,42,5000,15,2,0.07142857142857142,0
734590370285,0,33,2000,16,4,0.0,0
874391767337,0,48,2000,14,3,0.0,0
953323255142,0,30,3000,12,3,0.0,0
427155118858,2,87,2000,14,3,0.022988505747126436,0
621186529926,3,71,2000,13,3,0.04225352112676056,0
770975387403,6,6,5000,4,5,1.0,1
916349751104,2,35,2000,13,1,0.05714285714285714,0
889721826866,2,80,2000,16,2,0.025,0
464291444272,0,87,3000,17,1,0.0,0
251509269044,3,40,5000,13,2,0.075,0
570707939509,3,33,5000,13,3,0.09090909090909091,0
434931031907,3,34,3000,12,4,0.08823529411764706,0
704621509334,0,53,3000,9,3,0.0,0
295250836287,0,61,5000,12,4,0.0,0
889104685300,0,33,5000,16,3,0.0,0
921995769142,3,34,3000,15,2,0.08823529411764706,0
938799628635,1,34,3000,12,0,0.029411764705882353,0
646788352385,1,39,5000,12,2,0.02564102564102564,0
353739756598,2,86,2000,14,2,0.023255813953488372,0
661747962130,0,49,2000,16,4,0.0,0
761061706656,2,47,3000,15,2,0.0425531914893617,0
295250836287,3,84,3000,15,3,0.03571428571428571,0
173462646749,2,77,5000,13,3,0.025974025974025976,0
466124656493,3,42,2000,14,3,0.07142857142857142,0
907445825449,5,8,2000,2,6,0.625,1
797682938714,1,83,2000,9,1,0.012048192771084338,0
505736322550,0,35,5000,13,4,0.0,0
333756406071,0,44,5000,16,4,0.0,0
970281753597,0,34,5000,15,0,0.0,0
334371637118,2,36,3000,16,0,0.05555555555555555,0
929332050324,2,76,3000,10,2,0.02631578947368421,0
168191691385,0,42,3000,17,1,0.0,0
577989999109,2,46,2000,14,2,0.043478260869565216,0
391565927501,0,45,5000,9,4,0.0,0
265167115952,2,63,5000,11,0,0.031746031746031744,0
927986550236,2,81,5000,16,2,0.024691358024691357,0
762999963486,3,38,3000,15,2,0.07894736842105263,0
932840012553,1,90,5000,13,1,0.011111111111111112,0
503472541730,5,2,5000,5,5,2.5,1
671332696899,0,80,2000,10,4,0.0,0
238538262392,1,53,5000,10,0,0.018867924528301886,0
465694766019,6,3,5000,0,6,2.0,1
190858341701,1,76,3000,12,2,0.013157894736842105,0
962671391942,1,87,3000,10,3,0.011494252873563218,0
270278105966,0,61,3000,13,0,0.0,0
793499658641,0,32,3000,12,2,0.0,0
375599340132,5,5,5000,3,6,1.0,1
437846345831,1,67,2000,14,0,0.014925373134328358,0
518717466301,3,41,5000,13,3,0.07317073170731707,0
843288473350,3,50,2000,11,3,0.06,0
929140714487,1,40,3000,12,1,0.025,0
407098391389,2,53,5000,10,3,0.03773584905660377,0
130477253415,3,59,5000,12,2,0.05084745762711865,0
526101976308,0,73,5000,11,4,0.0,0
405541061426,3,66,3000,10,3,0.045454545454545456,0
714608591412,3,36,3000,11,2,0.08333333333333333,0
206332319215,2,46,2000,17,0,0.043478260869565216,0
513984109213,0,80,5000,12,4,0.0,0
363986382769,0,41,2000,16,2,0.0,0
651045908432,1,34,3000,17,2,0.029411764705882353,0
611720347392,2,87,5000,9,1,0.022988505747126436,0
615901744281,0,84,2000,12,3,0.0,0
203198507107,7,10,5000,2,6,0.7,1
800785045130,1,85,3000,16,3,0.011764705882352941,0
127631967262,0,54,5000,10,2,0.0,0
105225231706,6,10,5000,5,6,0.6,1
277362987909,3,61,5000,15,2,0.04918032786885246,0
908861195637,2,81,3000,10,2,0.024691358024691357,0
247123028258,0,55,5000,15,0,0.0,0
178063539364,5,10,5000,0,6,0.5,1
920507162457,1,79,2000,12,3,0.012658227848101266,0
261280083818,0,41,3000,17,2,0.0,0
944801608089,3,61,2000,16,1,0.04918032786885246,0
987207807663,3,34,3000,16,0,0.08823529411764706,0
983034844604,2,57,2000,10,2,0.03508771929824561,0
144609401655,0,60,5000,16,4,0.0,0
844318572244,1,35,2000,16,3,0.02857142857142857,0
518248447758,1,40,3000,11,0,0.025,0
177549985574,0,48,5000,16,1,0.0,0
856630317756,2,79,2000,16,1,0.02531645569620253,0
686829655471,0,56,2000,16,0,0.0,0
535642505941,3,42,3000,11,4,0.07142857142857142,0
502360633828,1,59,2000,13,2,0.01694915254237288,0
201146198818,1,55,5000,17,3,0.01818181818181818,0
153324606113,2,46,2000,9,4,0.043478260869565216,0
758121224465,4,1,5000,1,6,4.0,1
793499658641,0,44,3000,16,1,0.0,0
581178911364,1,49,5000,14,4,0.02040816326530612,0
179239806619,3,33,3000,17,2,0.09090909090909091,0
118780974650,0,68,3000,9,2,0.0,0
105348725348,0,48,5000,10,0,0.0,0
769831018311,0,30,5000,13,0,0.0,0
620468231248,0,75,3000,16,4,0.0,0
466274874761,2,81,5000,11,3,0.024691358024691357,0
535642505941,0,61,2000,15,4,0.0,0
871410121161,1,42,2000,15,3,0.023809523809523808,0
833328771974,3,51,5000,16,3,0.058823529411764705,0
173462646749,0,81,5000,9,0,0.0,0
861878866298,0,80,5000,12,2,0.0,0
362520073719,1,37,3000,10,1,0.02702702702702703,0
187957541222,2,76,2000,10,2,0.02631578947368421,0
471396495765,0,69,3000,12,4,0.0,0
645726393431,0,34,5000,10,3,0.0,0
604647455856,3,79,2000,9,1,0.0379746835443038,0
720257965977,1,37,2000,15,4,0.02702702702702703,0
984628522179,1,79,5000,15,0,0.012658227848101266,0
510410070018,1,30,3000,14,2,0.03333333333333333,0
662727922769,2,81,5000,17,2,0.024691358024691357,0
116795356595,0,78,2000,16,0,0.0,0
548755463022,3,55,2000,10,1,0.05454545454545454,0
438423380896,0,83,3000,16,4,0.0,0
722906081973,0,68,5000,14,3,0.0,0
889721826866,3,65,5000,17,0,0.046153846153846156,0
881052379045,3,43,2000,16,3,0.06976744186046512,0
263739966615,0,64,3000,15,0,0.0,0
935170002388,0,81,3000,17,3,0.0,0
899036110177,3,44,5000,11,0,0.06818181818181818,0
422601586768,1,82,5000,10,0,0.012195121951219513,0
255101589017,3,87,3000,11,0,0.034482758620689655,0
329787951885,3,79,2000,16,0,0.0379746835443038,0
295635334911,1,33,5000,10,1,0.030303030303030304,0
563443951276,0,39,5000,9,4,0.0,0
889795296470,3,80,3000,9,1,0.0375,0
276402926710,3,39,2000,13,3,0.07692307692307693,0
903173176944,6,2,2000,0,5,3.0,1
714131041288,2,40,3000,10,4,0.05,0
526916355498,2,30,5000,10,3,0.06666666666666667,0
518717466301,3,85,2000,14,0,0.03529411764705882,0
785458497189,2,32,2000,14,3,0.0625,0
401884431014,0,75,2000,9,0,0.0,0
185310249540,1,54,3000,11,2,0.018518518518518517,0
751775209423,2,44,5000,12,1,0.045454545454545456,0
286907453176,3,54,3000,14,4,0.05555555555555555,0
357893686238,1,34,3000,15,1,0.029411764705882353,0
844318572244,2,49,3000,17,0,0.04081632653061224,0
169693481304,3,74,2000,9,0,0.04054054054054054,0
701515506741,3,58,2000,12,2,0.05172413793103448,0
403646491209,1,49,3000,17,3,0.02040816326530612,0
368411354798,6,0,2000,5,6,6.0,1
231953089322,0,85,2000,17,2,0.0,0
663071071075,0,60,2000,15,4,0.0,0
227052401346,3,84,5000,17,2,0.03571428571428571,0
355905204227,3,37,5000,15,3,0.08108108108108109,0
307997912228,2,51,2000,9,3,0.0392156862745098,0
587202255586,6,9,3000,3,5,0.6666666666666666,1
488167665266,3,56,3000,16,3,0.05357142857142857,0
259479406405,3,67,2000,12,0,0.04477611940298507,0
286185074836,0,54,3000,16,4,0.0,0
884370021197,3,37,3000,15,3,0.08108108108108109,0
302151377010,0,57,5000,9,1,0.0,0
674086009217,1,30,2000,11,2,0.03333333333333333,0
356440080119,1,48,5000,14,3,0.020833333333333332,0
167289010602,1,52,5000,17,4,0.019230769230769232,0
388866923531,3,85,2000,16,3,0.03529411764705882,0
505736322550,5,0,5000,0,5,5.0,1
881261739404,0,90,3000,12,2,0.0,0
754865921901,3,34,5000,13,4,0.08823529411764706,0
813902260333,2,32,5000,15,4,0.0625,0
181239219175,0,52,2000,12,3,0.0,0
237173871105,4,1,2000,3,6,4.0,1
746226757269,0,60,2000,11,3,0.0,0
787923685603,2,70,2000,12,0,0.02857142857142857,0
965228799369,0,90,3000,16,4,0.0,0
693908097759,1,39,2000,14,2,0.02564102564102564,0
847669157470,3,44,3000,11,3,0.06818181818181818,0
316925145043,0,72,2000,9,4,0.0,0
648219796220,2,52,2000,14,4,0.038461538461538464,0
103810245052,2,49,2000,14,4,0.04081632653061224,0
832947512832,4,10,5000,3,6,0.4,1
225255883625,0,79,2000,11,4,0.0,0
133560991810,4,2,2000,0,5,2.0,1
318747594465,1,43,5000,11,1,0.023255813953488372,0
318414137685,3,74,3000,14,0,0.04054054054054054,0
965228799369,6,5,3000,0,6,1.2,1
334371637118,1,52,5000,9,1,0.019230769230769232,0
449436236999,0,65,3000,10,3,0.0,0
336084485286,6,3,3000,3,5,2.0,1
280617294679,2,55,5000,14,2,0.03636363636363636,0
932000341929,3,37,2000,16,4,0.08108108108108109,0
665581469673,2,54,3000,14,4,0.037037037037037035,0
154882135826,0,83,5000,11,0,0.0,0
597777806361,1,88,5000,9,3,0.011363636363636364,0
993978774515,3,69,2000,13,0,0.043478260869565216,0
872780642468,2,42,5000,12,4,0.047619047619047616,0
311001384731,1,90,5000,10,0,0.011111111111111112,0
810276209507,1,41,5000,10,2,0.024390243902439025,0
552481124863,7,2,5000,1,6,3.5,1
900462899414,1,34,3000,9,0,0.029411764705882353,0
614736634578,0,31,5000,12,0,0.0,0
842911686298,6,7,3000,2,5,0.8571428571428571,1
641688555125,2,38,5000,12,0,0.05263157894736842,0
692060878017,2,51,3000,16,4,0.0392156862745098,0
205777374667,2,65,5000,12,2,0.03076923076923077,0
889721826866,3,43,3000,14,4,0.06976744186046512,0
639284707297,1,82,2000,12,3,0.012195121951219513,0
449436236999,3,50,5000,16,1,0.06,0
193783463235,4,0,3000,1,6,4.0,1
881735634075,0,84,5000,9,1,0.0,0
993671046454,0,30,2000,10,4,0.0,0
544641128572,7,10,3000,4,5,0.7,1
864150094781,0,58,3000,11,3,0.0,0
272780723750,2,85,2000,11,0,0.023529411764705882,0
418883609500,0,70,5000,14,1,0.0,0
662727922769,1,82,2000,16,1,0.012195121951219513,0
147400656359,2,63,5000,12,0,0.031746031746031744,0
312674641103,0,67,3000,14,0,0.0,0
559153362475,1,31,5000,14,3,0.03225806451612903,0
870420888607,1,49,2000,11,0,0.02040816326530612,0
513984109213,1,49,3000,11,3,0.02040816326530612,0
608788034957,0,76,5000,14,2,0.0,0
587396349757,3,63,3000,13,1,0.047619047619047616,0
593676399616,3,65,3000,12,3,0.046153846153846156,0
407604548434,2,85,3000,14,4,0.023529411764705882,0
612711340160,1,85,5000,17,2,0.011764705882352941,0
181235959102,1,38,2000,15,2,0.02631578947368421,0
416179934911,2,44,3000,12,2,0.045454545454545456,0
914313331355,3,82,3000,14,1,0.036585365853658534,0
340996969857,0,40,2000,11,1,0.0,0
285392094746,1,52,5000,15,3,0.019230769230769232,0
619750749308,1,52,3000,13,4,0.019230769230769232,0
935007537080,1,36,5000,14,2,0.027777777777777776,0
201929140460,0,67,5000,13,2,0.0,0
125472132272,7,8,2000,1,5,0.875,1
609793727593,0,55,2000,14,3,0.0,0
303967957649,2,80,2000,17,4,0.025,0
692846332937,3,88,2000,14,0,0.03409090909090909,0
265167115952,0,48,5000,9,1,0.0,0
813461194314,1,33,3000,13,3,0.030303030303030304,0
933915393090,3,69,3000,11,4,0.043478260869565216,0
210299387989,0,46,2000,10,0,0.0,0
388866923531,5,7,5000,0,5,0.7142857142857143,1
386285787703,2,41,2000,17,2,0.04878048780487805,0
352290084218,3,32,2000,13,1,0.09375,0
616910891693,3,40,5000,13,4,0.075,0
343316385675,3,81,2000,15,1,0.037037037037037035,0
947829038594,1,81,2000,12,2,0.012345679012345678,0
150085241821,3,79,2000,11,1,0.0379746835443038,0
966074788223,2,89,5000,10,0,0.02247191011235955,0
348502837324,0,73,5000,14,0,0.0,0
809344223159,1,66,5000,11,3,0.015151515151515152,0
682439333044,0,37,3000,16,1,0.0,0
368875008533,3,46,3000,11,3,0.06521739130434782,0
793688473551,3,74,5000,17,0,0.04054054054054054,0
371798226095,7,1,2000,0,6,7.0,1
954030337105,2,50,3000,9,2,0.04,0
389159413486,5,3,5000,4,6,1.6666666666666667,1
921010819175,0,61,5000,16,1,0.0,0
169326994731,3,73,3000,11,2,0.0410958904109589,0
659906339523,4,5,5000,0,5,0.8,1
544700938986,6,1,3000,1,5,6.0,1
624821152502,0,49,2000,10,4,0.0,0
419982875683,2,89,2000,9,0,0.02247191011235955,0
416179934911,3,68,5000,14,0,0.04411764705882353,0
558184358475,0,55,3000,17,0,0.0,0
419789881363,0,45,3000,10,3,0.0,0
204384413549,0,87,3000,9,0,0.0,0
381078237102,3,36,5000,12,3,0.08333333333333333,0
842944113044,1,63,3000,17,1,0.015873015873015872,0
409884691325,2,72,2000,10,4,0.027777777777777776,0
317543015379,2,36,2000,10,1,0.05555555555555555,0
970905374757,2,71,5000,12,2,0.028169014084507043,0
715703901722,3,31,3000,9,2,0.0967741935483871,0
903622125941,2,32,5000,17,4,0.0625,0
173240006505,3,34,5000,9,0,0.08823529411764706,0
975451716095,2,87,2000,12,2,0.022988505747126436,0
104147890569,2,37,5000,13,1,0.05405405405405406,0
120639669812,1,67,5000,17,1,0.014925373134328358,0
120000125064,1,58,5000,14,3,0.017241379310344827,0
592157204887,1,80,2000,14,2,0.0125,0
534709771966,2,71,2000,14,3,0.028169014084507043,0
216881296324,3,33,5000,12,4,0.09090909090909091,0
418883609500,5,4,5000,4,5,1.25,1
558184358475,0,69,5000,16,4,0.0,0
614386148753,2,80,5000,15,1,0.025,0
541302627524,0,53,2000,9,3,0.0,0
900508898746,2,66,5000,15,3,0.030303030303030304,0
114449533338,0,49,5000,11,4,0.0,0
957208272598,4,8,5000,3,5,0.5,1
986681301998,3,51,2000,11,1,0.058823529411764705,0
664325173405,3,47,2000,12,4,0.06382978723404255,0
965228799369,0,87,2000,15,0,0.0,0
408959651181,0,48,2000,10,4,0.0,0
816990201097,7,10,5000,4,5,0.7,1
296125349910,3,59,3000,13,2,0.05084745762711865,0
433312851235,1,70,5000,17,2,0.014285714285714285,0
739827836733,3,51,5000,17,3,0.058823529411764705,0
544288916198,1,44,3000,10,1,0.022727272727272728,0
513311931377,1,56,3000,9,2,0.017857142857142856,0
374403767988,4,9,2000,1,6,0.4444444444444444,1
609721842525,3,53,3000,13,3,0.05660377358490566,0
283742495019,3,73,2000,16,3,0.0410958904109589,0
968295426341,3,58,2000,14,4,0.05172413793103448,0
220160446364,1,56,5000,9,0,0.017857142857142856,0
740380764562,1,37,5000,15,2,0.02702702702702703,0
195596894707,1,68,5000,12,3,0.014705882352941176,0
196122866553,0,53,5000,16,3,0.0,0
258202426576,7,10,3000,5,6,0.7,1
626613606625,3,55,5000,11,0,0.05454545454545454,0
718696226914,1,46,2000,9,4,0.021739130434782608,0
990419875279,3,84,2000,15,3,0.03571428571428571,0
315702269309,2,85,3000,15,3,0.023529411764705882,0
151761438016,3,30,2000,11,0,0.1,0
173891075622,0,57,2000,17,2,0.0,0
455948737337,0,43,5000,13,0,0.0,0
123613388986,0,77,3000,16,0,0.0,0
405233030808,1,72,2000,10,3,0.013888888888888888,0
949669281237,1,54,5000,13,0,0.018518518518518517,0
429157968810,0,72,2000,12,1,0.0,0
991200129536,2,39,5000,14,1,0.05128205128205128,0
275298019070,2,52,2000,12,1,0.038461538461538464,0
403646491209,3,45,2000,9,0,0.06666666666666667,0
978463782891,0,73,3000,14,0,0.0,0
478370557777,2,49,3000,15,0,0.04081632653061224,0
362520073719,2,66,2000,17,2,0.030303030303030304,0
702027686859,1,37,5000,11,3,0.02702702702702703,0
833298715127,2,34,5000,11,4,0.058823529411764705,0
701515506741,0,67,5000,15,0,0.0,0
720257965977,3,54,5000,16,0,0.05555555555555555,0
467480157796,7,1,5000,2,6,7.0,1
592157204887,2,57,3000,10,3,0.03508771929824561,0
104147890569,1,61,3000,10,4,0.01639344262295082,0
885507707891,3,33,5000,17,3,0.09090909090909091,0
958407892606,0,81,5000,9,0,0.0,0
