citizen_id,claim_count,days_since_claim,amount,hour,day_of_week,frequency_score,is_suspended,is_blacklisted,is_fraud
787923685603,5,101,2000,12,3,0.04950495049504951,0,0,0
871205998416,4,137,5000,15,4,0.029197080291970802,0,0,0
833661177140,3,41,3000,17,0,0.07317073170731707,1,0,0
360123025475,5,95,2000,16,2,0.05263157894736842,0,0,0
311816765703,4,65,3000,8,4,0.06153846153846154,0,0,0
483003265296,3,180,2000,8,0,0.016666666666666666,0,0,0
177965745214,5,178,3000,12,1,0.028089887640449437,0,0,0
288028006608,4,162,3000,11,1,0.024691358024691357,0,0,0
932000341929,5,92,5000,16,3,0.05434782608695652,0,0,0
758983365096,4,115,5000,16,0,0.034782608695652174,0,0,0
427751155437,3,151,2000,16,2,0.019867549668874173,0,0,0
621842578854,5,78,5000,15,2,0.0641025641025641,0,0,0
743380702849,3,130,5000,9,3,0.023076923076923078,0,0,0
390012926328,2,108,5000,13,0,0.018518518518518517,0,0,0
993989904527,2,142,3000,10,0,0.014084507042253521,0,0,0
906407422835,0,169,5000,18,2,0.0,0,0,0
812597178813,0,175,5000,13,2,0.0,0,0,0
912108284630,2,123,3000,12,2,0.016260162601626018,0,0,0
954207371681,3,61,5000,12,4,0.04918032786885246,0,0,0
384628644743,2,141,5000,8,1,0.014184397163120567,0,0,0
542601107432,4,101,2000,16,3,0.039603960396039604,0,0,0
484079977967,4,91,3000,17,0,0.04395604395604396,0,0,0
419982875683,4,119,3000,15,0,0.03361344537815126,0,0,0
285655492134,4,173,2000,10,2,0.023121387283236993,0,0,0
293990585603,3,40,5000,11,3,0.075,0,1,0
275298019070,5,171,3000,11,2,0.029239766081871343,0,0,0
609195440766,5,71,3000,15,2,0.07042253521126761,0,0,0
736099002440,2,79,5000,13,1,0.02531645569620253,0,0,0
106354538158,5,163,3000,12,2,0.03067484662576687,0,0,0
130144790620,5,124,5000,9,0,0.04032258064516129,0,0,0
812597178813,5,75,5000,11,4,0.06666666666666667,0,0,0
712652891533,3,44,5000,13,3,0.06818181818181818,0,0,0
141692276487,5,42,3000,8,4,0.11904761904761904,0,0,0
852855554514,5,164,5000,15,0,0.03048780487804878,0,0,0
346398859985,2,147,5000,15,2,0.013605442176870748,0,0,0
316925145043,5,38,2000,12,3,0.13157894736842105,0,0,0
749581538503,3,59,2000,15,2,0.05084745762711865,0,0,0
966074788223,1,105,3000,12,0,0.009523809523809525,0,0,0
613337711968,2,42,2000,9,1,0.047619047619047616,0,0,0
906407422835,5,50,5000,15,5,0.1,0,0,0
308646587090,0,41,3000,17,1,0.0,0,1,0
690336833645,1,135,2000,11,4,0.007407407407407408,0,0,0
235384846826,1,83,3000,8,5,0.012048192771084338,0,0,0
788941881485,2,133,2000,13,4,0.015037593984962405,0,0,0
359997533942,5,54,2000,9,3,0.09259259259259259,0,0,0
961695558398,4,164,5000,15,1,0.024390243902439025,0,0,0
911749105133,2,114,2000,18,3,0.017543859649122806,0,0,0
222752646243,8,4,2000,6,0,2.0,0,0,1
662353698456,5,92,5000,15,1,0.05434782608695652,0,0,0
355025646810,2,139,2000,13,3,0.014388489208633094,0,0,0
660858143082,7,5,3000,19,5,1.4,0,0,1
378875991447,5,104,2000,17,3,0.04807692307692308,0,0,0
936503049721,1,143,5000,14,0,0.006993006993006993,0,0,0
797005355649,1,53,3000,11,1,0.018867924528301886,0,0,0
920725945283,2,127,3000,15,5,0.015748031496062992,0,0,0
758768338330,5,103,3000,8,0,0.04854368932038835,0,0,0
685297735427,4,69,3000,11,4,0.057971014492753624,1,0,0
518248447758,4,84,3000,12,2,0.047619047619047616,0,1,0
999392069247,3,129,3000,8,1,0.023255813953488372,0,0,0
419058276919,1,176,5000,14,4,0.005681818181818182,0,0,0
874391767337,7,4,5000,3,1,1.75,0,0,1
315370770912,5,44,5000,18,4,0.11363636363636363,0,0,0
265987190758,4,180,2000,18,2,0.022222222222222223,0,0,0
549981461313,5,67,5000,14,3,0.07462686567164178,1,0,0
988498723166,2,175,3000,16,4,0.011428571428571429,0,0,0
762999963486,3,99,2000,10,0,0.030303030303030304,0,0,0
860673713795,5,79,5000,18,3,0.06329113924050633,0,0,0
896953171816,2,164,3000,18,3,0.012195121951219513,0,0,0
361000439048,2,50,2000,13,5,0.04,0,0,0
652765229609,7,5,3000,21,5,1.4,0,0,1
848471441711,0,74,2000,18,0,0.0,0,0,0
261280083818,4,92,5000,10,0,0.043478260869565216,0,0,0
104429266605,2,96,3000,14,4,0.020833333333333332,0,0,0
243010647562,5,61,2000,13,1,0.08196721311475409,0,0,0
952036028634,2,151,5000,16,1,0.013245033112582781,0,0,0
449607279957,0,99,3000,11,5,0.0,0,0,0
425258285926,2,38,2000,13,0,0.05263157894736842,0,0,0
525124057803,5,144,2000,15,4,0.034722222222222224,1,0,0
383323461143,3,50,2000,10,3,0.06,1,0,0
263872576980,2,134,5000,8,1,0.014925373134328358,0,0,0
739499973508,2,51,5000,9,1,0.0392156862745098,0,0,0
594799743217,2,41,2000,15,4,0.04878048780487805,0,0,0
275298019070,5,153,3000,13,1,0.032679738562091505,0,0,0
334371637118,5,150,5000,14,3,0.03333333333333333,0,0,0
653732471154,4,54,3000,14,5,0.07407407407407407,0,1,0
699513660284,5,82,5000,12,1,0.06097560975609756,0,0,0
860673713795,1,157,5000,15,4,0.006369426751592357,0,0,0
840750463956,0,95,3000,13,1,0.0,0,0,0
429232782556,0,104,2000,8,2,0.0,1,0,0
932547845283,4,65,3000,10,1,0.06153846153846154,0,0,0
357893686238,0,31,2000,15,3,0.0,0,0,0
526101976308,5,31,5000,15,1,0.16129032258064516,0,0,0
159304068773,0,79,3000,12,3,0.0,0,0,0
333756406071,5,42,2000,12,3,0.11904761904761904,1,0,0
148020733927,0,83,5000,10,4,0.0,0,0,0
324129437402,2,79,2000,16,2,0.02531645569620253,0,0,0
155591856088,3,30,5000,16,1,0.1,0,0,0
487614788880,5,47,2000,17,0,0.10638297872340426,0,0,0
703034710309,1,72,2000,13,1,0.013888888888888888,0,0,0
812299811391,4,113,2000,18,0,0.035398230088495575,0,0,0
893224670721,3,148,5000,18,2,0.02027027027027027,0,0,0
315976726974,5,166,5000,17,0,0.030120481927710843,0,0,0
318747594465,1,150,3000,8,4,0.006666666666666667,0,0,0
743076115651,0,152,3000,16,3,0.0,0,1,0
169629350454,0,110,5000,14,4,0.0,0,0,0
269441104424,2,65,5000,18,0,0.03076923076923077,1,0,0
518775955325,2,159,2000,12,2,0.012578616352201259,0,0,0
544700938986,0,64,2000,17,3,0.0,0,0,0
226538237735,4,46,3000,18,2,0.08695652173913043,0,0,0
136942830843,5,131,3000,12,0,0.03816793893129771,0,0,0
151761438016,3,125,3000,11,5,0.024,0,0,0
506086538812,1,128,5000,15,1,0.0078125,0,0,0
993736523312,3,52,5000,11,3,0.057692307692307696,0,0,0
691721490634,4,95,5000,16,2,0.042105263157894736,0,0,0
839556092702,6,2,2000,5,6,3.0,0,0,1
112845996639,4,126,3000,9,4,0.031746031746031744,0,0,0
566191595374,1,75,3000,15,4,0.013333333333333334,1,0,0
152516704242,2,76,3000,17,1,0.02631578947368421,0,0,0
589644326608,5,153,3000,18,5,0.032679738562091505,0,0,0
962671391942,3,132,5000,8,3,0.022727272727272728,0,0,0
704621509334,3,170,2000,10,4,0.01764705882352941,0,0,0
993671046454,5,133,3000,14,2,0.03759398496240601,0,0,0
582043641628,2,38,3000,11,1,0.05263157894736842,0,0,0
520917881603,2,172,2000,15,3,0.011627906976744186,1,0,0
630527636236,4,46,3000,10,3,0.08695652173913043,0,0,0
133063204015,3,150,2000,16,1,0.02,0,0,0
629146880254,4,36,3000,14,0,0.1111111111111111,0,0,0
987677554194,4,102,3000,9,4,0.0392156862745098,0,0,0
891563548318,1,123,3000,13,1,0.008130081300813009,0,0,0
224477113940,4,84,2000,13,2,0.047619047619047616,0,0,0
682439333044,5,133,2000,11,0,0.03759398496240601,0,0,0
499833208369,1,57,5000,10,0,0.017543859649122806,0,0,0
860217156839,0,48,5000,18,3,0.0,0,0,0
932840012553,2,149,2000,9,3,0.013422818791946308,0,0,0
475114408997,3,80,5000,8,2,0.0375,0,0,0
919519682328,1,166,2000,15,2,0.006024096385542169,0,0,0
196145971876,5,172,3000,8,0,0.029069767441860465,1,0,0
810839956947,0,144,5000,18,3,0.0,0,0,0
932351740105,0,131,3000,11,1,0.0,0,0,0
616910891693,5,158,5000,12,0,0.03164556962025317,0,0,0
588037604252,3,97,2000,12,2,0.030927835051546393,0,0,0
375599340132,2,77,3000,18,1,0.025974025974025976,0,0,0
744162110305,3,103,3000,10,1,0.02912621359223301,0,0,0
742447346951,1,46,5000,8,3,0.021739130434782608,0,0,0
472514616528,5,159,3000,13,0,0.031446540880503145,0,0,0
723113312251,2,136,3000,18,2,0.014705882352941176,0,0,0
899505899058,3,146,2000,12,4,0.02054794520547945,0,0,0
363986382769,0,85,2000,8,1,0.0,0,0,0
996083509792,1,32,5000,10,3,0.03125,1,0,0
439886659937,2,92,2000,10,3,0.021739130434782608,0,0,0
285655492134,5,100,2000,13,1,0.05,0,0,0
984425174702,5,32,2000,17,1,0.15625,0,0,0
227300802527,1,179,3000,16,1,0.00558659217877095,0,0,0
468473626051,3,152,5000,8,4,0.019736842105263157,0,0,0
848003370648,4,120,5000,12,3,0.03333333333333333,0,0,0
287326349251,2,36,2000,13,4,0.05555555555555555,0,0,0
628675076694,5,70,5000,15,2,0.07142857142857142,0,0,0
478370557777,3,34,5000,15,3,0.08823529411764706,0,0,0
497428231660,3,138,5000,10,1,0.021739130434782608,0,0,0
818595675053,4,127,2000,9,2,0.031496062992125984,0,0,0
837727092865,0,141,5000,10,2,0.0,0,0,0
513311931377,1,34,2000,14,5,0.029411764705882353,0,0,0
706532270883,0,155,3000,15,5,0.0,0,0,0
340996969857,0,168,5000,12,1,0.0,0,0,0
536995855701,3,155,5000,9,4,0.01935483870967742,0,0,0
803748830903,3,153,2000,17,3,0.0196078431372549,0,0,0
915098181146,2,176,5000,17,5,0.011363636363636364,0,0,0
978463782891,2,161,2000,11,0,0.012422360248447204,0,0,0
972338239202,0,76,2000,8,2,0.0,0,0,0
778260618875,3,107,2000,9,2,0.028037383177570093,0,0,0
241130554994,5,119,3000,13,4,0.04201680672268908,0,0,0
545234342177,9,1,3000,23,6,9.0,0,0,1
133063204015,1,74,2000,15,2,0.013513513513513514,0,0,0
679657931514,3,147,2000,8,3,0.02040816326530612,0,0,0
285221185720,3,111,3000,9,3,0.02702702702702703,0,0,0
362566888591,0,38,5000,16,2,0.0,0,0,0
346398859985,3,60,5000,16,5,0.05,0,0,0
151761438016,4,94,3000,14,2,0.0425531914893617,0,0,0
719815597929,0,45,5000,15,5,0.0,0,0,0
269039115547,1,126,2000,17,2,0.007936507936507936,0,0,0
925302223265,4,178,5000,15,1,0.02247191011235955,0,0,0
723113312251,1,104,3000,17,1,0.009615384615384616,0,0,0
875913597836,2,151,3000,18,2,0.013245033112582781,0,0,0
995214912064,4,108,2000,18,3,0.037037037037037035,0,0,0
359784458094,0,86,2000,15,4,0.0,0,0,0
828542016864,5,153,3000,9,2,0.032679738562091505,0,0,0
110997728740,0,76,3000,15,3,0.0,1,0,0
107333842882,5,39,3000,13,4,0.1282051282051282,1,0,0
348971415133,2,37,5000,15,1,0.05405405405405406,1,0,0
205464480016,4,66,5000,11,3,0.06060606060606061,0,0,0
829890376062,5,109,2000,18,0,0.045871559633027525,0,0,0
765744135188,2,159,2000,8,3,0.012578616352201259,0,0,0
491124008732,2,76,2000,14,3,0.02631578947368421,0,0,0
818904064672,0,121,2000,15,5,0.0,0,0,0
191659781897,1,129,3000,9,1,0.007751937984496124,0,0,0
577989999109,2,145,2000,14,4,0.013793103448275862,0,0,0
761987696786,1,164,3000,12,1,0.006097560975609756,0,0,0
248531615953,4,136,5000,9,0,0.029411764705882353,0,0,0
180678728236,4,79,2000,18,4,0.05063291139240506,0,0,0
575522941634,1,55,5000,17,1,0.01818181818181818,0,0,0
459072176466,2,52,5000,15,0,0.038461538461538464,0,0,0
972038418187,5,145,2000,14,0,0.034482758620689655,0,0,0
558754260123,5,49,5000,14,3,0.10204081632653061,0,0,0
978463782891,4,55,2000,14,0,0.07272727272727272,0,0,0
939491319981,1,57,3000,14,4,0.017543859649122806,0,0,0
803129258339,5,56,5000,11,1,0.08928571428571429,0,0,0
868084471289,4,40,2000,16,5,0.1,0,0,0
513284763536,5,140,2000,14,4,0.03571428571428571,0,0,0
410740063227,0,162,3000,17,4,0.0,0,0,0
947829038594,5,145,5000,18,1,0.034482758620689655,0,0,0
169629350454,1,132,5000,16,1,0.007575757575757576,0,0,0
606365538659,8,1,5000,23,0,8.0,0,0,1
697108077485,2,153,2000,16,5,0.013071895424836602,0,0,0
353019878159,4,141,3000,9,2,0.028368794326241134,0,0,0
641115914758,5,153,3000,11,3,0.032679738562091505,0,0,0
901836451556,1,169,2000,13,1,0.005917159763313609,0,0,0
113099943101,6,0,5000,8,6,6.0,0,0,1
174166558715,3,113,3000,18,0,0.02654867256637168,0,0,0
549981461313,2,97,5000,18,0,0.020618556701030927,1,0,0
539433490603,3,158,3000,17,0,0.0189873417721519,0,0,0
864150094781,2,67,2000,13,0,0.029850746268656716,0,0,0
467480157796,3,91,2000,18,5,0.03296703296703297,0,0,0
303303397034,3,99,2000,12,1,0.030303030303030304,0,0,0
566191595374,5,89,3000,14,0,0.056179775280898875,1,0,0
709347257003,1,83,3000,8,1,0.012048192771084338,0,0,0
944800202055,0,171,5000,14,5,0.0,0,0,0
770975387403,1,127,5000,14,0,0.007874015748031496,0,0,0
909380646549,2,107,2000,16,0,0.018691588785046728,1,0,0
475114408997,8,4,5000,4,2,2.0,0,0,1
557412290030,5,130,2000,10,1,0.038461538461538464,0,0,0
159547663331,0,49,2000,15,0,0.0,0,0,0
763396907234,8,0,2000,10,6,8.0,0,0,1
953955033422,2,31,2000,10,0,0.06451612903225806,0,0,0
657310917578,4,177,2000,16,0,0.022598870056497175,0,0,0
344158441184,0,136,2000,13,4,0.0,0,0,0
263739966615,0,90,3000,16,0,0.0,1,0,0
261280083818,4,176,5000,18,4,0.022727272727272728,0,0,0
735358905891,2,35,2000,14,0,0.05714285714285714,0,0,0
435283902943,1,117,3000,12,0,0.008547008547008548,0,0,0
741523411507,0,144,3000,13,4,0.0,0,0,0
459072176466,4,171,5000,13,5,0.023391812865497075,0,0,0
743076115651,1,86,3000,8,5,0.011627906976744186,0,1,0
625930767645,3,100,2000,18,2,0.03,0,0,0
121562322245,0,104,3000,17,2,0.0,0,0,0
646818313016,2,35,5000,18,4,0.05714285714285714,0,0,0
152516704242,0,79,3000,12,4,0.0,0,0,0
703848273233,2,99,2000,12,0,0.020202020202020204,1,0,0
174274466951,1,150,5000,8,2,0.006666666666666667,1,0,0
884169032059,0,168,2000,8,3,0.0,1,0,0
587202255586,3,95,5000,12,1,0.031578947368421054,1,0,0
812299811391,7,5,2000,5,2,1.4,0,0,1
191205144732,3,106,2000,11,2,0.02830188679245283,0,0,0
667757622677,3,150,3000,12,3,0.02,0,0,0
935007537080,1,48,3000,12,1,0.020833333333333332,0,0,0
434696585857,0,58,2000,15,2,0.0,0,0,0
266206032781,9,5,2000,19,6,1.8,0,0,1
415690399649,2,142,3000,16,2,0.014084507042253521,0,0,0
300499561572,3,176,5000,8,2,0.017045454545454544,0,0,0
667992275050,4,107,3000,16,0,0.037383177570093455,0,0,0
644984109460,0,168,5000,13,2,0.0,0,0,0
409742905074,7,5,5000,1,4,1.4,0,0,1
148146380200,1,165,5000,14,1,0.006060606060606061,0,0,0
984628522179,4,75,2000,12,3,0.05333333333333334,0,0,0
104429266605,5,48,3000,17,1,0.10416666666666667,0,0,0
818904064672,4,157,2000,16,1,0.025477707006369428,0,0,0
952552388532,3,87,2000,16,2,0.034482758620689655,0,0,0
603084705032,2,77,5000,10,0,0.025974025974025976,0,0,0
844934980940,4,174,2000,9,5,0.022988505747126436,0,0,0
884169032059,1,126,2000,14,0,0.007936507936507936,1,0,0
876449793414,9,0,3000,0,5,9.0,0,0,1
174274466951,1,97,5000,13,4,0.010309278350515464,1,0,0
135103074955,5,114,3000,16,5,0.043859649122807015,0,0,0
544641128572,0,117,2000,8,0,0.0,0,0,0
908125616130,4,145,3000,17,1,0.027586206896551724,0,0,0
949669281237,2,141,5000,8,5,0.014184397163120567,1,0,0
487446932272,3,143,5000,8,1,0.02097902097902098,0,1,0
789550091499,1,104,2000,9,3,0.009615384615384616,0,0,0
691825529510,4,95,2000,9,0,0.042105263157894736,0,0,0
990085121085,0,35,3000,16,3,0.0,0,0,0
373006866658,3,39,2000,18,0,0.07692307692307693,0,0,0
248531615953,1,134,5000,11,0,0.007462686567164179,0,0,0
626565404992,2,129,5000,10,2,0.015503875968992248,0,0,0
783811499981,5,46,5000,16,4,0.10869565217391304,0,0,0
149659527547,4,148,2000,12,0,0.02702702702702703,0,1,0
598804025463,4,168,3000,13,0,0.023809523809523808,0,0,0
794060674203,0,57,2000,10,3,0.0,0,0,0
993671046454,2,138,3000,14,3,0.014492753623188406,0,0,0
565447290904,0,61,2000,11,2,0.0,0,0,0
967087351310,1,122,3000,12,3,0.00819672131147541,0,0,0
112019682556,1,74,3000,17,4,0.013513513513513514,0,0,0
265987190758,4,97,2000,8,1,0.041237113402061855,0,0,0
509441075461,1,62,3000,10,2,0.016129032258064516,0,1,0
845778919463,5,134,3000,8,1,0.03731343283582089,0,0,0
903196019080,3,42,5000,18,1,0.07142857142857142,0,0,0
929332050324,5,129,5000,13,0,0.03875968992248062,0,1,0
401758094534,5,111,3000,10,1,0.04504504504504504,0,0,0
448051317242,3,71,3000,16,5,0.04225352112676056,0,1,0
779285704661,2,158,2000,14,4,0.012658227848101266,0,0,0
692846332937,1,98,2000,11,2,0.01020408163265306,0,1,0
611720347392,1,115,3000,13,2,0.008695652173913044,0,0,0
900462899414,1,81,5000,15,1,0.012345679012345678,0,0,0
794794850808,8,4,5000,8,6,2.0,0,0,1
884169032059,0,135,2000,11,2,0.0,1,0,0
165753381483,0,87,2000,17,2,0.0,0,0,0
223352342182,2,52,3000,18,5,0.038461538461538464,0,0,0
397418426666,3,41,3000,12,0,0.07317073170731707,0,0,0
220346132609,4,32,3000,14,4,0.125,0,0,0
653870114372,9,1,3000,6,1,9.0,0,1,1
415726890569,5,97,2000,17,4,0.05154639175257732,0,0,0
514606606597,0,169,5000,18,4,0.0,0,0,0
500171440613,2,154,2000,16,0,0.012987012987012988,0,0,0
292014858734,2,86,3000,16,5,0.023255813953488372,0,0,0
580244386029,3,56,2000,8,2,0.05357142857142857,0,0,0
673980570125,5,59,2000,16,2,0.0847457627118644,0,0,0
280490478705,2,154,3000,10,4,0.012987012987012988,0,0,0
846170146913,5,160,3000,13,1,0.03125,0,0,0
301229954620,5,41,2000,12,0,0.12195121951219512,0,0,0
954207371681,4,91,5000,12,4,0.04395604395604396,0,0,0
476714014645,2,52,5000,14,1,0.038461538461538464,0,0,0
784101123846,0,66,5000,11,1,0.0,0,1,0
651384001485,1,60,3000,15,3,0.016666666666666666,0,0,0
838871680601,5,154,5000,16,0,0.032467532467532464,0,0,0
473232986924,5,131,5000,13,2,0.03816793893129771,0,0,0
780251441344,4,137,2000,8,4,0.029197080291970802,0,0,0
905468742670,9,2,2000,4,3,4.5,0,0,1
794060674203,1,52,2000,15,3,0.019230769230769232,0,0,0
842925487935,5,168,3000,13,1,0.02976190476190476,0,0,0
353549042117,4,49,2000,18,5,0.08163265306122448,0,1,0
156400146706,3,150,3000,10,5,0.02,0,0,0
464291444272,3,34,5000,10,4,0.08823529411764706,0,0,0
920507162457,0,115,3000,13,2,0.0,0,0,0
583281133346,1,157,2000,16,0,0.006369426751592357,0,0,0
403464027418,0,119,2000,17,0,0.0,0,0,0
574826712272,4,169,5000,11,4,0.023668639053254437,0,0,0
883448232891,2,160,5000,11,4,0.0125,0,0,0
346398859985,5,168,5000,11,2,0.02976190476190476,0,0,0
987677554194,1,168,3000,15,3,0.005952380952380952,0,0,0
624325516569,4,47,3000,12,3,0.0851063829787234,0,0,0
843288473350,3,163,3000,12,0,0.018404907975460124,0,0,0
583689570480,5,66,5000,18,2,0.07575757575757576,0,0,0
252682227142,0,122,2000,11,3,0.0,1,0,0
653421549559,2,101,2000,9,3,0.019801980198019802,0,1,0
363986382769,5,147,2000,8,4,0.034013605442176874,0,0,0
235384846826,1,40,3000,12,0,0.025,0,0,0
855726372067,0,78,2000,10,2,0.0,0,0,0
152419317238,5,87,5000,18,0,0.05747126436781609,0,0,0
593517173747,3,31,3000,10,3,0.0967741935483871,0,0,0
926500111435,0,43,5000,17,4,0.0,0,0,0
321494792783,3,36,2000,13,2,0.08333333333333333,0,0,0
951792714333,2,52,3000,11,2,0.038461538461538464,0,1,0
674062297719,3,132,2000,12,2,0.022727272727272728,0,0,0
534284001398,4,35,5000,16,3,0.11428571428571428,0,0,0
606465468277,4,72,5000,12,0,0.05555555555555555,0,0,0
972663239001,1,88,2000,14,0,0.011363636363636364,0,0,0
789881705322,5,79,3000,11,0,0.06329113924050633,0,0,0
344645993190,3,145,2000,15,5,0.020689655172413793,1,0,0
991851263625,1,56,3000,18,4,0.017857142857142856,0,0,0
814368875526,1,164,5000,15,3,0.006097560975609756,0,0,0
110686268661,4,35,2000,10,3,0.11428571428571428,0,0,0
104822694504,3,53,2000,17,1,0.05660377358490566,0,1,0
109000441759,0,164,3000,10,3,0.0,0,0,0
322651194174,8,5,3000,11,6,1.6,0,0,1
858816103953,3,170,2000,18,1,0.01764705882352941,0,0,0
674062297719,5,171,2000,13,4,0.029239766081871343,0,0,0
574826712272,7,3,5000,8,6,2.3333333333333335,0,0,1
355905204227,0,75,2000,14,0,0.0,0,0,0
843772168866,0,167,3000,15,5,0.0,0,0,0
438062020193,3,126,3000,11,3,0.023809523809523808,0,0,0
104914803187,5,165,2000,18,1,0.030303030303030304,0,0,0
557596406501,0,91,2000,17,1,0.0,0,0,0
878198619393,0,51,5000,12,0,0.0,0,0,0
348174371760,5,128,5000,13,1,0.0390625,0,0,0
210299387989,4,58,2000,11,1,0.06896551724137931,0,0,0
386618922940,2,94,2000,15,0,0.02127659574468085,0,0,0
600790052846,2,139,3000,10,5,0.014388489208633094,0,0,0
717392632983,2,175,3000,17,0,0.011428571428571429,0,0,0
685297735427,1,69,3000,13,2,0.014492753623188406,1,0,0
534927166137,2,128,3000,9,1,0.015625,0,0,0
957208272598,0,125,5000,10,4,0.0,0,0,0
502423398718,1,123,3000,16,0,0.008130081300813009,0,0,0
173462646749,4,63,5000,11,4,0.06349206349206349,0,0,0
227300802527,2,164,3000,12,4,0.012195121951219513,0,0,0
248149105458,3,156,3000,9,1,0.019230769230769232,0,0,0
637758159866,1,133,2000,16,2,0.007518796992481203,0,0,0
378875991447,0,31,2000,14,2,0.0,0,0,0
488569049507,5,148,3000,10,4,0.033783783783783786,0,0,0
535937093262,4,92,5000,16,3,0.043478260869565216,0,0,0
772018684063,5,87,5000,16,3,0.05747126436781609,0,1,0
792110513437,2,102,3000,15,0,0.0196078431372549,0,0,0
247123028258,4,93,5000,18,5,0.043010752688172046,0,1,0
886677522676,4,57,5000,11,2,0.07017543859649122,0,0,0
827899815858,2,124,2000,11,3,0.016129032258064516,0,0,0
593327773325,2,131,5000,8,1,0.015267175572519083,1,0,0
335117049222,0,37,3000,12,0,0.0,0,1,0
181591803707,5,104,5000,16,2,0.04807692307692308,0,0,0
303926145417,1,63,2000,9,2,0.015873015873015872,0,0,0
892172437426,4,125,5000,11,4,0.032,0,0,0
250362836006,0,112,3000,11,4,0.0,0,0,0
959792010673,5,91,2000,9,4,0.054945054945054944,0,0,0
239676020315,4,135,5000,10,1,0.02962962962962963,0,0,0
476714014645,3,121,5000,8,0,0.024793388429752067,0,0,0
789062929676,4,60,3000,9,1,0.06666666666666667,0,0,0
317173733505,1,128,5000,8,1,0.0078125,0,1,0
807832914464,5,169,2000,12,2,0.029585798816568046,0,0,0
104429266605,4,89,3000,14,4,0.0449438202247191,0,0,0
211342527326,6,1,3000,17,6,6.0,0,0,1
168884462802,0,35,5000,17,4,0.0,0,0,0
740517128462,3,94,2000,16,0,0.031914893617021274,1,0,0
900462899414,0,79,5000,16,2,0.0,0,0,0
393268073029,0,158,2000,17,3,0.0,0,0,0
168338937635,6,1,2000,11,5,6.0,0,0,1
782883797893,0,99,3000,11,1,0.0,1,0,0
838533114430,1,150,3000,16,3,0.006666666666666667,0,0,0
274589629536,5,164,5000,12,4,0.03048780487804878,0,0,0
918816893996,2,127,5000,17,3,0.015748031496062992,0,0,0
394000385607,0,111,5000,8,1,0.0,0,0,0
484079977967,3,111,3000,9,4,0.02702702702702703,0,0,0
999392069247,3,52,3000,17,4,0.057692307692307696,0,0,0
896902514932,5,107,2000,8,5,0.04672897196261682,0,0,0
